strain_id	isolate_id
clark2013_A70448_lineage4.6.1.2_strain1	ERR040135
clark2013_A70596_lineage4.6.1.1_strain1	ERR038738
clark2013_A70730_lineage4.6.1.2_strain1	ERR038748
clark2013_A70757_lineage4.6.1.2_strain1	ERR038749
clark2013_A70762_lineage4.6.1.2_strain1	ERR038750
cox2021_-2816201521649258229_lineage4.6.1.1_strain1	ERR6362489
UNKNOWN17_lineage4.6_strain1	ERR2791539
UNKNOWN35_lineage4.6_strain1	ERR2791559
walker2018b_ 879582_lineage4.6.2.2_strain1	ERR2517021
walker2018b_ 974559_lineage4.6.2.2_strain1	ERR2516952
walker2018b_06TB_0057_lineage4.6.2.2_strain1	ERR2510687
walker2018b_06TB_0291_lineage4.6.2.2_strain1	ERR2510732
walker2018b_06TB_0329_lineage4.6_strain1	ERR2510770
walker2018b_06TB_0374_lineage4.6.2.2_strain1	ERR2510815
walker2018b_06TB_0380_lineage4.6.2.2_strain1	ERR2510821
walker2018b_1004918_lineage4.6.2.2_strain1	ERR2517030
walker2018b_1024197_lineage4.6.2.2_strain1	ERR2516930
walker2018b_1027711_lineage4.6.2.2_strain1	ERR2517085
walker2018b_1084181_lineage4.6.2.2_strain1	ERR2516992
walker2018b_1104396_lineage4.6.1.2_strain1	ERR2517064
walker2018b_1114811_lineage4.6.2.2_strain1	ERR2516889
walker2018b_1128187_lineage4.6.5_strain1	ERR2516969
walker2018b_1159577_lineage4.6.2.2_strain1	ERR2517094
walker2018b_1205646_lineage4.6.2.2_strain1	ERR2516836
walker2018b_1320431_lineage4.6.2.2_strain1	ERR2517025
walker2018b_1367820_lineage4.6.2.2_strain1	ERR2517073
walker2018b_1382104_lineage4.6.2.2_strain1	ERR2516958
walker2018b_1399843_lineage4.6.2.2_strain1	ERR2516987
walker2018b_1452341_lineage4.6.2.2_strain1	ERR2517028
walker2018b_1505436_lineage4.6.2.2_strain1	ERR2516760
walker2018b_MHL_0099-13_lineage4.6.5_strain1	ERR2510489
walker2018b_MHL_0225-R_lineage4.6.5_strain1	ERR2510362
walker2018b_MHL_0230-14_lineage4.6_strain1	ERR2510595
walker2018b_RIVM_106_lineage4.6.1.1_strain1	ERR2517154
walker2018b_RIVM_146_lineage4.6_strain1	ERR2517329
walker2018b_RIVM_165_lineage4.6.5_strain1	ERR2517259
walker2018b_RIVM_234_lineage4.6.1.2_strain1	ERR2517461
walker2018b_RIVM_238_lineage4.6.2.2_strain1	ERR2517254
walker2018b_RIVM_252_lineage4.6.3_strain1	ERR2517545
walker2018b_RIVM_278_lineage4.6.2.2_strain1	ERR2517638
walker2018b_RIVM_288_lineage4.6.5_strain1	ERR2517453
walker2018b_RIVM_320_lineage4.6.5_strain1	ERR2517507
walker2018b_RIVM_357_lineage4.6.2.2_strain1	ERR2517536
walker2018b_RIVM_427_lineage4.6.4_strain1	ERR2517224
walker2018b_RIVM_500_lineage4.6_strain1	ERR2517343
walker2018b_RIVM_534_lineage4.6.5_strain1	ERR2517473
walker2018b_RIVM_71_lineage4.6.1.2_strain1	ERR2517173
walker2018b_SGD_1317-15R_lineage4.6.2_strain1	ERR2510290
walker2018b_SSM_0163-14_lineage4.6.2.2_strain1	ERR2510592
walker2018b_SSM_0164-R_lineage4.6_strain1	ERR2510320
1a1e2a8f-baae-4ae9-96f6-113512cff5f2_lineage4.7_strain1	SRR7592358
nimmo2020_P0164_lineage4.7_strain1	SRR10315596
nimmo2020_P0164_lineage4.7_strain1	SRR10315597
nimmo2020_P0164_lineage4.7_strain1	SRR10315600
wollenberg2017_90_lineage4.7_strain1	SRR1159904
wollenberg2017_90_lineage4.7_strain1	SRR1181030
wollenberg2017_94_lineage4.7_strain1	SRR1163287
wollenberg2017_94_lineage4.7_strain1	SRR1169015
1a1e2a8f-baae-4ae9-96f6-113512cff5f2_lineage4.7_strain1	SRR9738524
nimmo2020_P0164_lineage4.7_strain1	SRR9971102
wollenberg2017_90_lineage4.7_strain1	SRR1181070
wollenberg2017_94_lineage4.7_strain1	SRR1172027
1124ad24-3963-41c4-9c3f-e357e5df75c6_lineage4.7_strain1	SRR7592383
2f07b7b6-4edc-42cc-ba22-88e4c48326d2_lineage4.7_strain1	SRR7592366
315db73d-8bee-478b-9c77-1b3e9b2d9eb7_lineage4.7_strain1	SRR7592350
40054ae0-b84a-430a-b420-1a37ab3721ea_lineage4.7_strain1	SRR10379904
44642cc6-e43c-44d4-83dc-afaeeb55686e_lineage4.7_strain1	SRR1162967
446aa521-7982-4937-93d6-e69f9a50572f_lineage4.7_strain1	SRR10525346
4573bc42-700b-47ac-830c-e362addf4b1a_lineage4.7_strain1	SRR11033614
4eaeb8be-46e9-4c6d-889d-c98130570640_lineage4.7_strain1	SRR9738519
642705ac-507f-4c30-b908-168ca0877147_lineage4.7_strain1	SRR7592341
8240a8a4-812a-4bb4-a855-14654b1955ec_lineage4.7_strain1	SRR7592356
89959049-7cdb-4970-b726-469c0f2d12f8_lineage4.7_strain1	SRR7592357
89eb9967-84d9-48ac-9d91-5e9f85c66d39_lineage4.7_strain1	SRR7592343
9014a39f-233f-4f2a-b580-908948e62990_lineage4.7_strain1	SRR16087956
94bc9a8e-f564-4d99-aba8-486e73e37196_lineage4.7_strain1	SRR7592332
979e56eb-597b-4848-99bb-abc73da16275_lineage4.7_strain1	SRR10525325
981cb046-711a-4a89-8619-3f5e46c5abd2_lineage4.7_strain1	SRR13232447
9a1b3e9d-df84-4aac-97d3-0349623d66b4_lineage4.7_strain1	SRR1159723
c23f776a-ecbf-49f2-b740-19d6919a67ff_lineage4.7_strain1	SRR10525372
ca72a2cb-9f51-48d6-a421-9bf83bf9267d_lineage4.7_strain1	SRR10525357
cox2021_-1729129461099432413_lineage4.7_strain1	ERR6362244
cox2021_-6180179353569076243_lineage4.7_strain1	ERR5987346
cox2021_-7553634188076876769_lineage4.7_strain1	ERR6362313
cox2021_5555175264462645242_lineage4.7_strain1	ERR6362807
eec44f71-9b42-4c8e-890c-cde08a05f66f_lineage4.7_strain1	SRR9738487
nimmo2020_P0126_lineage4.7_strain1	SRR10315606
walker2018b_06TB_0298_lineage4.7_strain1	ERR2510739
walker2018b_RIVM_149_lineage4.7_strain1	ERR2517564
walker2018b_RIVM_216_lineage4.7_strain1	ERR2517580
walker2018b_RIVM_274_lineage4.7_strain1	ERR2517165
walker2018b_RIVM_32_lineage4.7_strain1	ERR2517136
walker2018b_RIVM_346_lineage4.7_strain1	ERR2517471
walker2018b_RIVM_424_lineage4.7_strain1	ERR2517378
walker2018b_RIVM_442_lineage4.7_strain1	ERR2517527
walker2018b_RIVM_553_lineage4.7_strain1	ERR2517236
walker2018b_RIVM_555_lineage4.7_strain1	ERR2517194
walker2018b_RIVM_581_lineage4.7_strain1	ERR2517422
walker2018b_RIVM_88_lineage4.7_strain1	ERR2517312
witney2017_015_lineage4.7_strain1	ERR1750901
cox2021_-6039566361171580146_lineage4.9_strain1	ERR6052042
guerra2014_KPS_60_lineage4.9.1_strain1	ERR176585
guerra2014_KPS_75_lineage4.9_strain1	ERR161117
lieberman2016_P6_lineage4.9_strain1	SRR4034725
lieberman2016_P6_lineage4.9_strain1	SRR4034728
lieberman2016_P6_lineage4.9_strain1	SRR4034729
lieberman2016_P6_lineage4.9_strain1	SRR4034730
walker2018b_RIVM_580_lineage4.9_strain1	ERR2517424
walker2018b_SSM_0116-14_lineage4.9_strain1	ERR2510873
witney2017_011_lineage4.9.1_strain1	ERR1750893
witney2017_016_lineage4.9.1_strain1	ERR1750903
cox2021_-6039566361171580146_lineage4.9_strain1	ERR6052087
guerra2014_KPS_60_lineage4.9.1_strain1	ERR190380
guerra2014_KPS_75_lineage4.9_strain1	ERR221543
lieberman2016_P6_lineage4.9_strain1	SRR4034731
walker2018b_RIVM_580_lineage4.9_strain1	ERR2517598
walker2018b_SSM_0116-14_lineage4.9_strain1	ERR2510879
witney2017_011_lineage4.9.1_strain1	ERR1750894
witney2017_016_lineage4.9.1_strain1	ERR1750904
0fe8624e-e25d-4208-9c10-c8dbc84a15da_lineage4.9_strain1	SRR7655978
clark2013_A70480_lineage4.9_strain1	ERR040138
cox2021_-1234593307627923276_lineage4.9.1_strain1	ERR6362926
cox2021_-2818469913712640793_lineage4.9_strain1	ERR6362810
cox2021_-5551519811102826313_lineage4.9.1_strain1	ERR6362320
cox2021_2069822804306600685_lineage4.9.1_strain1	ERR6362426
cox2021_3225097393027426740_lineage4.9_strain1	ERR6362928
cox2021_3472515954872264164_lineage4.9_strain1	ERR6362120
cox2021_6479957731154673487_lineage4.9_strain1	ERR6362449
cox2021_6524234021994721729_lineage4.9_strain1	ERR6362823
guerra2014_KPS_44_lineage4.9.1_strain1	ERR176761
nimmo2020_K0096_lineage4.9_strain1	SRR10315648
UNKNOWN8795_lineage4.9_strain1	ERR4553456
UNKNOWN8813_lineage4.9_strain1	ERR4553475
UNKNOWN8937_lineage4.9_strain1	ERR4553624
UNKNOWN8949_lineage4.9_strain1	ERR4553641
UNKNOWN8956_lineage4.9_strain1	ERR4553650
UNKNOWN8964_lineage4.9_strain1	ERR4553658
UNKNOWN8970_lineage4.9_strain1	ERR4553668
UNKNOWN9084_lineage4.9_strain1	ERR4553791
UNKNOWN9092_lineage4.9_strain1	ERR4553799
UNKNOWN9103_lineage4.9_strain1	ERR4553812
walker2018b_06TB_0029_lineage4.9_strain1	ERR2510670
walker2018b_06TB_0307_lineage4.9_strain1	ERR2510748
walker2018b_06TB_0351_lineage4.9_strain1	ERR2510792
walker2018b_06TB_0422_lineage4.9_strain1	ERR2510863
walker2018b_ATH_0060-14_lineage4.9_strain1	ERR2510315
walker2018b_ATH_0075-14_lineage4.9_strain1	ERR2510434
walker2018b_RIVM_122_lineage4.9_strain1	ERR2517168
walker2018b_RIVM_401_lineage4.9_strain1	ERR2517317
walker2018b_RIVM_456_lineage4.9_strain1	ERR2517464
walker2018b_RIVM_48_lineage4.9_strain1	ERR2517364
walker2018b_RIVM_533_lineage4.9_strain1	ERR2517187
walker2018b_RIVM_96_lineage4.9_strain1	ERR2517167
walker2018b_RLH_0259-14_lineage4.9_strain1	ERR2510384
walker2018b_RLH_0327-14_lineage4.9_strain1	ERR2510588
walker2018b_RLH_0346/14_lineage4.9_strain1	ERR2510558
walker2018b_RLH_0452-15_lineage4.9_strain1	ERR2510301
walker2018b_SSM_0109-14_lineage4.9_strain1	ERR2510299
walker2018b_SSM_0128-14_lineage4.9_strain1	ERR2510398
walker2018b_SSM_0129-14_lineage4.9_strain1	ERR2510392
walker2018b_SSM_0131-14_lineage4.9_strain1	ERR2510387
walker2018b_SSM_0133-14_lineage4.9_strain1	ERR2510414
walker2018b_SSM_0134-14_lineage4.9_strain1	ERR2510427
walker2018b_SSM_0140_14_lineage4.9_strain1	ERR2510411
walker2018b_SSM_0145_14_lineage4.9_strain1	ERR2510440
walker2018b_SSM_0145-14_lineage4.9_strain1	ERR2510482
walker2018b_SSM_0160-14_lineage4.9_strain1	ERR2510580
walker2018b_SSM_0170-14_lineage4.9_strain1	ERR2510641
1eb16890-7a12-439c-aa59-ea80fc2a876f_lineage4.8_strain1	SRR10380208
2d32b0fe-6caf-4446-9f16-2ab65a5ffb08_lineage4.8_strain1	SRR10379960
3cdebd14-fde1-4fa9-a7cd-8bc3e42433e6_lineage4.8_strain1	SRR10397205
3fbffca8-1062-4256-b722-821d8e4449a5_lineage4.8_strain1	SRR16088241
4b27abc2-b9e3-4396-885a-ab5d4e554735_lineage4.8_strain1	SRR10379892
4b27abc2-b9e3-4396-885a-ab5d4e554735_lineage4.8_strain1	SRR10379893
4d4a835e-01be-4507-b142-a170a95f7c8f_lineage4.8_strain1	SRR5153836
51b66ee3-0543-4612-873d-6269622e8ee2_lineage4.8_strain1	SRR10397124
51b66ee3-0543-4612-873d-6269622e8ee2_lineage4.8_strain1	SRR7516306
5b08ba17-b701-466a-aa48-b304f6a7a0e5_lineage4.8_strain1	SRR7516350
761a277b-c802-4230-a14e-b434d1d2af3e_lineage4.8_strain1	SRR1159038
76628000-733d-4b33-9a5d-0ec7d54cf79a_lineage4.8_strain1	SRR5152928
785356a5-08f4-4f15-813c-40a4a50d2bf7_lineage4.8_strain1	SRR5153913
7d2bbd8f-b3e3-45b2-9de3-af38cb7a1c50_lineage4.8_strain1	SRR11033592
7f912070-a7d5-490f-a81a-c639519d9b38_lineage4.8_strain1	SRR10379925
b41a3447-35d0-4fd0-9006-bf82f2c5f35d_lineage4.8_strain1	SRR10380231
b4db6875-f3cb-47a4-8e58-a8dced21c86a_lineage4.8_strain1	SRR16088371
c0d900ad-288f-436c-a116-f02bd35c4d6b_lineage4.8_strain1	SRR7592326
ccdf9aff-7cad-4580-b25e-cfd5093e04d1_lineage4.8_strain1	SRR16087933
cf6149f6-95c0-4dfc-82d2-cdcaafb8a99e_lineage4.8_strain1	SRR5153858
cox2021_-352603864653171536_lineage4.8_strain1	ERR6052064
cox2021_1145085375848453025_lineage4.8_strain1	ERR6362166
d1eb0f76-9dba-4ffa-8114-03d806434b7f_lineage4.8_strain1	SRR5486906
d833706b-7698-44fa-9064-560ac05d7ead_lineage4.8_strain1	SRR5153868
eldholm2014_patientX_lineage4.8_strain1	ERR459440
eldholm2014_patientX_lineage4.8_strain1	ERR459441
eldholm2014_patientX_lineage4.8_strain1	ERR459442
eldholm2014_patientX_lineage4.8_strain1	ERR459443
eldholm2014_patientX_lineage4.8_strain1	ERR459444
eldholm2014_patientX_lineage4.8_strain1	ERR459445
eldholm2014_patientX_lineage4.8_strain1	ERR459446
eldholm2014_patientX_lineage4.8_strain1	ERR459447
eldholm2014_patientX_lineage4.8_strain1	ERR459448
eldholm2014_patientX_lineage4.8_strain1	ERR461940
eldholm2014_patientX_lineage4.8_strain1	ERR461941
eldholm2014_patientX_lineage4.8_strain1	ERR461942
eldholm2014_patientX_lineage4.8_strain1	ERR461943
eldholm2014_patientX_lineage4.8_strain1	ERR461944
eldholm2014_patientX_lineage4.8_strain1	ERR461945
eldholm2014_patientX_lineage4.8_strain1	ERR461946
eldholm2014_patientX_lineage4.8_strain1	ERR461947
f0df8aa2-045d-42bc-9454-424c57c6f575_lineage4.8_strain1	SRR5153842
f8746f6e-9203-4293-8a5f-51614c2c7fbb_lineage4.8_strain1	SRR16088245
fa9773d3-d2dd-493d-ab76-1680a98d295b_lineage4.8_strain1	SRR16088038
fb1212c0-21fa-48af-8103-b658287ed05e_lineage4.8_strain1	SRR9738531
ff8e481f-cfd6-46af-83a5-05de7226070c_lineage4.8_strain1	SRR10380027
folkvardsen2020_P15_lineage4.8_strain1	ERR1949959
folkvardsen2020_P18_lineage4.8_strain1	ERR2228864
folkvardsen2020_P2_lineage4.8_strain1	ERR2229375
folkvardsen2020_P21_lineage4.8_strain1	ERR2228856
folkvardsen2020_P23_lineage4.8_strain1	ERR2228855
folkvardsen2020_P23_lineage4.8_strain1	ERR2228858
folkvardsen2020_P23_lineage4.8_strain1	ERR2228938
folkvardsen2020_P25_lineage4.8_strain1	ERR2228857
folkvardsen2020_P28_lineage4.8_strain1	ERR2229314
folkvardsen2020_P3_lineage4.8_strain1	ERR1949951
folkvardsen2020_P3_lineage4.8_strain1	ERR2228869
folkvardsen2020_P3_lineage4.8_strain1	ERR2229771
folkvardsen2020_P5_lineage4.8_strain1	ERR2228895
folkvardsen2020_P6_lineage4.8_strain1	ERR2229378
folkvardsen2020_P8_lineage4.8_strain1	ERR2229290
folkvardsen2020_P9_lineage4.8_strain1	ERR1949996
guerra2014_KPS_79_lineage4.8_strain1	ERR176457
lieberman2016_P17_lineage4.8.1_strain1	SRR4033216
lieberman2016_P17_lineage4.8.1_strain1	SRR4033217
lieberman2016_P17_lineage4.8.1_strain1	SRR4033220
lieberman2016_P17_lineage4.8.1_strain1	SRR4033221
lieberman2016_P17_lineage4.8.1_strain1	SRR4033222
lieberman2016_P17_lineage4.8.1_strain1	SRR4033223
lieberman2016_P17_lineage4.8.1_strain1	SRR4033224
lieberman2016_P17_lineage4.8.1_strain1	SRR4033226
lieberman2016_P17_lineage4.8.1_strain1	SRR4033227
lieberman2016_P17_lineage4.8.1_strain1	SRR4033228
lieberman2016_P17_lineage4.8.1_strain1	SRR4033229
lieberman2016_P17_lineage4.8.1_strain1	SRR4033230
lieberman2016_P17_lineage4.8.1_strain1	SRR4033231
lieberman2016_P17_lineage4.8.1_strain1	SRR4033232
lieberman2016_P17_lineage4.8.1_strain1	SRR4033233
lieberman2016_P17_lineage4.8.1_strain1	SRR4033234
lieberman2016_P17_lineage4.8.1_strain1	SRR4033236
lieberman2016_P17_lineage4.8.1_strain1	SRR4033238
lieberman2016_P17_lineage4.8.1_strain1	SRR4033239
lieberman2016_P17_lineage4.8.1_strain1	SRR4033240
lieberman2016_P17_lineage4.8.1_strain1	SRR4033241
lieberman2016_P17_lineage4.8.1_strain1	SRR4033242
lieberman2016_P17_lineage4.8.1_strain1	SRR4033243
lieberman2016_P17_lineage4.8.1_strain1	SRR4033244
lieberman2016_P17_lineage4.8.1_strain1	SRR4033245
lieberman2016_P17_lineage4.8.1_strain1	SRR4033246
lieberman2016_P17_lineage4.8.1_strain1	SRR4033247
lieberman2016_P17_lineage4.8.1_strain1	SRR4033249
lieberman2016_P17_lineage4.8.1_strain1	SRR4033250
lieberman2016_P17_lineage4.8.1_strain1	SRR4033251
lieberman2016_P17_lineage4.8.1_strain1	SRR4033253
lieberman2016_P17_lineage4.8.1_strain1	SRR4033254
lieberman2016_P17_lineage4.8.1_strain1	SRR4033255
lieberman2016_P17_lineage4.8.1_strain1	SRR4033256
lieberman2016_P17_lineage4.8.1_strain1	SRR4033257
lieberman2016_P17_lineage4.8.1_strain1	SRR4033259
lieberman2016_P17_lineage4.8.1_strain1	SRR4033261
lieberman2016_P17_lineage4.8.1_strain1	SRR4033264
lieberman2016_P17_lineage4.8.1_strain1	SRR4033265
lieberman2016_P17_lineage4.8.1_strain1	SRR4033266
lieberman2016_P17_lineage4.8.1_strain1	SRR4033267
lieberman2016_P17_lineage4.8.1_strain1	SRR4033268
lieberman2016_P17_lineage4.8.1_strain1	SRR4033270
lieberman2016_P17_lineage4.8.1_strain1	SRR4033274
lieberman2016_P17_lineage4.8.1_strain1	SRR4033275
lieberman2016_P17_lineage4.8.1_strain1	SRR4033277
lieberman2016_P17_lineage4.8.1_strain1	SRR4033278
lieberman2016_P17_lineage4.8.1_strain1	SRR4033279
lieberman2016_P17_lineage4.8.1_strain1	SRR4033280
lieberman2016_P17_lineage4.8.1_strain1	SRR4033281
lieberman2016_P17_lineage4.8.1_strain1	SRR4033282
lieberman2016_P17_lineage4.8.1_strain1	SRR4033285
lieberman2016_P17_lineage4.8.1_strain1	SRR4033286
lieberman2016_P17_lineage4.8.1_strain1	SRR4033287
lieberman2016_P17_lineage4.8.1_strain1	SRR4033288
lieberman2016_P17_lineage4.8.1_strain1	SRR4033289
lieberman2016_P17_lineage4.8.1_strain1	SRR4033292
nimmo2020_K0015_lineage4.8_strain1	SRR10315474
nimmo2020_K0022_lineage4.8.1_strain1	SRR10315471
nimmo2020_K0086_lineage4.8.1_strain1	SRR10315661
nimmo2020_K0086_lineage4.8.1_strain1	SRR10315662
nimmo2020_K0086_lineage4.8.1_strain1	SRR11349139
nimmo2020_P0117_lineage4.8_strain1	SRR10315607
nimmo2020_P0117_lineage4.8_strain1	SRR10315608
nimmo2020_R0083_lineage4.8_strain1	SRR10315536
nimmo2020_R0083_lineage4.8_strain1	SRR10315537
nimmo2020_R0096_lineage4.8_strain1	SRR10315519
walker2013_P000002_lineage4.8.2_strain1	ERR025837
walker2013_P000034_lineage4.8.2_strain1	ERR046878
walker2013_P000048_lineage4.8_strain1	ERR046929
walker2013_P000075_lineage4.8.1_strain1	ERR046776
walker2013_P000075_lineage4.8.1_strain1	ERR046777
walker2013_P000075_lineage4.8.1_strain1	ERR046778
walker2013_P000075_lineage4.8.1_strain1	ERR047005
walker2013_P000075_lineage4.8.1_strain1	ERR047006
walker2013_P000075_lineage4.8.1_strain1	ERR047008
walker2013_P000080_lineage4.8.2_strain1	ERR040102
walker2013_P000101_lineage4.8.2_strain1	ERR038254
walker2013_P000124_lineage4.8.2_strain1	ERR046876
walker2013_P000138_lineage4.8_strain1	ERR046833
walker2013_P000155_lineage4.8_strain1	ERR046796
walker2013_P000155_lineage4.8_strain1	ERR046821
walker2013_P000164_lineage4.8_strain1	ERR046831
walker2013_P000187_lineage4.8.2_strain1	ERR040105
walker2013_P000215_lineage4.8.2_strain1	ERR040095
walker2013_P000258_lineage4.8_strain1	ERR046995
walker2013_P000263_lineage4.8_strain1	ERR046998
walker2013_P000263_lineage4.8_strain1	ERR047009
walker2013_P000263_lineage4.8_strain1	ERR047011
walker2013_P000263_lineage4.8_strain1	ERR072019
walker2018b_ 908668_lineage4.8_strain1	ERR2517019
walker2018b_06TB_0046_lineage4.8_strain1	ERR2510724
walker2018b_06TB_0056_lineage4.8_strain1	ERR2510726
walker2018b_06TB_0292_lineage4.8_strain1	ERR2510823
walker2018b_RIVM_224_lineage4.8_strain1	ERR2517497
walker2018b_RIVM_8_lineage4.8_strain1	ERR2517589
witney2017_008_lineage4.8_strain1	ERR1750887
witney2017_026_lineage4.8_strain1	ERR1750923
wollenberg2017_16_lineage4.8_strain1	SRR1159052
wollenberg2017_16_lineage4.8_strain1	SRR1181046
wollenberg2017_33_lineage4.8_strain1	SRR1159366
wollenberg2017_33_lineage4.8_strain1	SRR1159713
wollenberg2017_33_lineage4.8_strain1	SRR1180975
wollenberg2017_33_lineage4.8_strain1	SRR1181018
wollenberg2017_33_lineage4.8_strain1	SRR1183961
wollenberg2017_36_lineage4.8_strain1	SRR1159301
wollenberg2017_36_lineage4.8_strain1	SRR1181047
wollenberg2017_5_lineage4.8_strain1	SRR1162536
wollenberg2017_5_lineage4.8_strain1	SRR1181116
wollenberg2017_76_lineage4.8_strain1	SRR1163372
wollenberg2017_76_lineage4.8_strain1	SRR1169124
wollenberg2017_8_lineage4.8_strain1	SRR1159360
wollenberg2017_8_lineage4.8_strain1	SRR1181024
1eb16890-7a12-439c-aa59-ea80fc2a876f_lineage4.8_strain1	SRR10380220
2d32b0fe-6caf-4446-9f16-2ab65a5ffb08_lineage4.8_strain1	SRR10379961
3cdebd14-fde1-4fa9-a7cd-8bc3e42433e6_lineage4.8_strain1	SRR10397216
3fbffca8-1062-4256-b722-821d8e4449a5_lineage4.8_strain1	SRR16088476
4b27abc2-b9e3-4396-885a-ab5d4e554735_lineage4.8_strain1	SRR10379975
4d4a835e-01be-4507-b142-a170a95f7c8f_lineage4.8_strain1	SRR5153851
51b66ee3-0543-4612-873d-6269622e8ee2_lineage4.8_strain1	SRR7516450
5b08ba17-b701-466a-aa48-b304f6a7a0e5_lineage4.8_strain1	SRR7516351
761a277b-c802-4230-a14e-b434d1d2af3e_lineage4.8_strain1	SRR1159687
76628000-733d-4b33-9a5d-0ec7d54cf79a_lineage4.8_strain1	SRR7516457
785356a5-08f4-4f15-813c-40a4a50d2bf7_lineage4.8_strain1	SRR5153914
7d2bbd8f-b3e3-45b2-9de3-af38cb7a1c50_lineage4.8_strain1	SRR11033620
7f912070-a7d5-490f-a81a-c639519d9b38_lineage4.8_strain1	SRR10379926
b41a3447-35d0-4fd0-9006-bf82f2c5f35d_lineage4.8_strain1	SRR10380242
b4db6875-f3cb-47a4-8e58-a8dced21c86a_lineage4.8_strain1	SRR16088373
c0d900ad-288f-436c-a116-f02bd35c4d6b_lineage4.8_strain1	SRR7592354
ccdf9aff-7cad-4580-b25e-cfd5093e04d1_lineage4.8_strain1	SRR16087936
cf6149f6-95c0-4dfc-82d2-cdcaafb8a99e_lineage4.8_strain1	SRR5153862
cox2021_-352603864653171536_lineage4.8_strain1	ERR6052093
cox2021_1145085375848453025_lineage4.8_strain1	ERR6362167
d1eb0f76-9dba-4ffa-8114-03d806434b7f_lineage4.8_strain1	SRR7592361
d833706b-7698-44fa-9064-560ac05d7ead_lineage4.8_strain1	SRR5153869
eldholm2014_patientX_lineage4.8_strain1	ERR461948
f0df8aa2-045d-42bc-9454-424c57c6f575_lineage4.8_strain1	SRR5153867
f8746f6e-9203-4293-8a5f-51614c2c7fbb_lineage4.8_strain1	SRR16088447
fa9773d3-d2dd-493d-ab76-1680a98d295b_lineage4.8_strain1	SRR16088039
fb1212c0-21fa-48af-8103-b658287ed05e_lineage4.8_strain1	SRR9738540
ff8e481f-cfd6-46af-83a5-05de7226070c_lineage4.8_strain1	SRR10380229
folkvardsen2020_P15_lineage4.8_strain1	ERR2229083
folkvardsen2020_P18_lineage4.8_strain1	ERR2229246
folkvardsen2020_P2_lineage4.8_strain1	ERR2229464
folkvardsen2020_P21_lineage4.8_strain1	ERR2229300
folkvardsen2020_P23_lineage4.8_strain1	ERR2228939
folkvardsen2020_P25_lineage4.8_strain1	ERR2228928
folkvardsen2020_P28_lineage4.8_strain1	ERR2229495
folkvardsen2020_P3_lineage4.8_strain1	ERR2229772
folkvardsen2020_P5_lineage4.8_strain1	ERR2229606
folkvardsen2020_P6_lineage4.8_strain1	ERR2229633
folkvardsen2020_P8_lineage4.8_strain1	ERR2229438
folkvardsen2020_P9_lineage4.8_strain1	ERR2229774
guerra2014_KPS_79_lineage4.8_strain1	ERR181776
lieberman2016_P17_lineage4.8.1_strain1	SRR4033293
nimmo2020_K0015_lineage4.8_strain1	SRR9971337
nimmo2020_K0022_lineage4.8.1_strain1	SRR9971341
nimmo2020_K0086_lineage4.8.1_strain1	SRR9971084
nimmo2020_P0117_lineage4.8_strain1	SRR9971189
nimmo2020_R0083_lineage4.8_strain1	SRR9971385
nimmo2020_R0096_lineage4.8_strain1	SRR9971379
walker2013_P000002_lineage4.8.2_strain1	ERR025838
walker2013_P000034_lineage4.8.2_strain1	ERR046879
walker2013_P000048_lineage4.8_strain1	ERR046948
walker2013_P000075_lineage4.8.1_strain1	ERR047016
walker2013_P000080_lineage4.8.2_strain1	ERR046758
walker2013_P000101_lineage4.8.2_strain1	ERR038255
walker2013_P000124_lineage4.8.2_strain1	ERR046877
walker2013_P000138_lineage4.8_strain1	ERR046888
walker2013_P000155_lineage4.8_strain1	ERR046903
walker2013_P000164_lineage4.8_strain1	ERR046890
walker2013_P000187_lineage4.8.2_strain1	ERR046820
walker2013_P000215_lineage4.8.2_strain1	ERR040097
walker2013_P000258_lineage4.8_strain1	ERR046999
walker2013_P000263_lineage4.8_strain1	ERR072035
walker2018b_ 908668_lineage4.8_strain1	ERR2517077
walker2018b_06TB_0046_lineage4.8_strain1	ERR2510725
walker2018b_06TB_0056_lineage4.8_strain1	ERR2510728
walker2018b_06TB_0292_lineage4.8_strain1	ERR2510824
walker2018b_RIVM_224_lineage4.8_strain1	ERR2517632
walker2018b_RIVM_8_lineage4.8_strain1	ERR2517627
witney2017_008_lineage4.8_strain1	ERR1750888
witney2017_026_lineage4.8_strain1	ERR1750924
wollenberg2017_16_lineage4.8_strain1	SRR1181304
wollenberg2017_33_lineage4.8_strain1	SRR1184121
wollenberg2017_36_lineage4.8_strain1	SRR1181111
wollenberg2017_5_lineage4.8_strain1	SRR1181203
wollenberg2017_76_lineage4.8_strain1	SRR1172410
wollenberg2017_8_lineage4.8_strain1	SRR1181306
0046f70e-395f-40bb-b3a7-57b3fe3e97d1_lineage4.8_strain1	SRR10525373
00e74263-9f41-421d-8008-0bca5addb1a6_lineage4.8_strain1	SRR7592386
025cb597-c01e-4b9c-914f-2de64c7597e5_lineage4.8_strain1	SRR16088041
02ab2bb9-b289-4dee-947d-7b544ffe6b94_lineage4.8_strain1	SRR7516415
